序号,日文,假名,中文,类型,课文
547,コンピュータ,コンピュータ,计算机，电脑,名词,新标初_11
548,窓,まど,窗，窗户,名词,新标初_11
549,結婚式,けっこんしき,结婚典礼,名词,新标初_11
550,写真展,しゃしんてん,摄影展,名词,新标初_11
551,旅館,りょかん,旅馆，旅店,名词,新标初_11
552,別荘,べっそう,别墅,名词,新标初_11
553,寄木細工,よせぎざいく,木片儿拼花工艺品,名词,新标初_11
554,模様,もよう,花纹，纹案,名词,新标初_11
555,外国,がいこく,外国,名词,新标初_11
556,会議,かいぎ,会议,名词,新标初_11
557,脚,あし,腿,名词,新标初_11
558,僕,ぼく,我（男性自称）,代词,新标初_11
559,分かります,わかります,懂，明白,动1,新标初_11
560,迷います,まよいます,犹豫，难以决定,动1,新标初_11
561,できます,できます,会；能；完成,动2,新标初_11
562,閉めます,しめます,关闭，关门,动2,新标初_11
563,疲れます,つかれます,疲倦，疲惫,动2,新标初_11
564,散歩します,さんぽします,散步,动3,新标初_11
565,怖い,こわい,害怕，恐怖,形容词,新标初_11
566,赤い,あかい,红,形容词,新标初_11
567,痛い,いたい,疼，疼痛,形容词,新标初_11
568,上手,じょうず,擅长，高明，水平高,形容动词,新标初_11
569,下手,へた,不高明，水平低,形容动词,新标初_11
570,苦手,にがて,不擅长，不善于,形容动词,新标初_11
571,時々,ときどき,有时，时不时,副词,新标初_11
572,よく,よく,经常，常常,副词,新标初_11
573,たまに,たまに,偶尔，很少,副词,新标初_11
574,また,また,还，再，又,副词,新标初_11
575,どうして,どうして,为什么,副词,新标初_11
576,だから/ですから,だから/ですから,所以，因此,接续词,新标初_11
577,うーん,うーん,嗯……，这个……,感叹词,新标初_11
578,結構です,けっこうです,不用，不要,惯用语,新标初_11
579,気に入ります,きにいります,喜欢，中意,惯用语,新标初_11
580,季節,きせつ,季节,名词,新标初_12
581,冬,ふゆ,冬天，冬季,名词,新标初_12
582,春,はる,春天，春季,名词,新标初_12
583,日本料理,にほんりょうり,日式饭菜,名词,新标初_12
584,寿司,すし,寿司,名词,新标初_12
585,ナシ,ナシ,梨,名词,新标初_12
586,バナナ,バナナ,香蕉,名词,新标初_12
587,ミカン,ミカン,橘子,名词,新标初_12
588,焼酎,しょうちゅう,烧酒,名词,新标初_12
589,日本酒,にほんしゅ,日本酒,名词,新标初_12
590,紅茶,こうちゃ,红茶,名词,新标初_12
591,ウーロン茶,ウーロンちゃ,乌龙茶,名词,新标初_12
592,ジャスミン茶,ジャスミンちゃ,茉莉花茶,名词,新标初_12
593,緑茶,りょくちゃ,绿茶,名词,新标初_12
594,ジュース,ジュース,果汁,名词,新标初_12
595,人気,にんき,声望，受欢迎,名词,新标初_12
596,席,せき,座位，席位,名词,新标初_12
597,クラス,クラス,班级,名词,新标初_12
598,種類,しゅるい,种类,名词,新标初_12
599,背,せ,个子,名词,新标初_12
600,兄,あに,哥哥，兄长,名词,新标初_12
601,最近,さいきん,最近，近来,名词,新标初_12
602,降ります,ふります,下（雨，雪），降（雨，雪）,动1,新标初_12
603,若い,わかい,年轻,形容词,新标初_12
604,暖かい,あたたかい,暖和，温暖,形容词,新标初_12
605,涼しい,すずしい,凉爽,形容词,新标初_12
606,速い,はやい,快,形容词,新标初_12
607,大好き,だいすき,非常喜欢,形容动词,新标初_12
608,いちばん,いちばん,最，第一,副词,新标初_12
609,ずっと,ずっと,～得多,副词,新标初_12
610,やはり/やっぱり,やはり/やっぱり,仍然，还是,副词,新标初_12
611,エベレスト,エベレスト,珠穆朗玛峰,专有词,新标初_12
612,人気があります,にんきがあります,受欢迎,惯用语,新标初_12
613,荷物,にもつ,包裹,名词,新标初_13
614,はがき,はがき,明信片,名词,新标初_13
615,切手,きって,邮票,名词,新标初_13
616,引き出し,ひきだし,抽屉,名词,新标初_13
617,アルバム,アルバム,相册,名词,新标初_13
618,タバコ,タバコ,烟，烟草,名词,新标初_13
619,漫画,まんが,漫画,名词,新标初_13
620,ガレージ,ガレージ,车库，汽车房,名词,新标初_13
621,修理,しゅうり,修理,名词,新标初_13
622,居酒屋,いざかや,酒馆,名词,新标初_13
623,生ビール,なまビール,生啤,名词,新标初_13
624,焼き鳥,やきとり,烤鸡肉串,名词,新标初_13
625,唐揚げ,からあげ,炸鸡，油炸食品,名词,新标初_13
626,肉じゃが,にくじゃが,土豆炖肉,名词,新标初_13
627,ボーリング,ボーリング,保龄球,名词,新标初_13
628,髪,かみ,头发,名词,新标初_13
629,象,ぞう,象，大象,名词,新标初_13
630,昼,ひる,白天，中午,名词,新标初_13
631,ほか,ほか,另外，其他,名词,新标初_13
632,かかります,かかります,花费（时间，金钱）,动1,新标初_13
633,咲きます,さきます,花开,动1,新标初_13
634,泳ぎます,およぎます,游泳,动1,新标初_13
635,遊びます,あそびます,玩，玩耍,动1,新标初_13
636,吸います,すいます,吸（烟）,动1,新标初_13
637,切ります,きります,剪，切，割,动1,新标初_13
638,だいたい,だいたい,大约，大概，大体,副词,新标初_13
639,とりあえず,とりあえず,暂且,副词,新标初_13
640,どのぐらい/どれぐらい,どのぐらい/どれぐらい,多久，多少钱,惯用语,新标初_13
641,船便,ふなびん,海运,名词,新标初_14
642,書類,しょるい,文件，文稿,名词,新标初_14
643,原稿,げんこう,稿子，原稿,名词,新标初_14
644,記事,きじ,报道,名词,新标初_14
645,メモ,メモ,记录,名词,新标初_14
646,駅前,えきまえ,车站一带,名词,新标初_14
647,橋,はし,桥，桥梁,名词,新标初_14
648,角,かど,拐角,名词,新标初_14
649,横断歩道,おうだんほどう,人行横道,名词,新标初_14
650,右,みぎ,右，右边,名词,新标初_14
651,左,ひだり,左，左边,名词,新标初_14
652,交差点,こうさてん,十字路口,名词,新标初_14
653,道,みち,路，道路,名词,新标初_14
654,ドア,ドア,门,名词,新标初_14
655,電気,でんき,电，电力,名词,新标初_14
656,太極拳,たいきょくけん,太极拳,名词,新标初_14
657,朝ご飯,あさごはん,早饭,名词,新标初_14
658,晩ご飯,ばんごはん,晚饭,名词,新标初_14
659,バーベキュー,バーベキュー,户外烧烤,名词,新标初_14
660,通ります,とおります,通过，经过,动1,新标初_14
661,急ぎます,いそぎます,急，急忙,动1,新标初_14
662,飛びます,とびます,飞，飞行,动1,新标初_14
663,死にます,しにます,死，死亡,动1,新标初_14
664,待ちます,まちます,等待，等候,动1,新标初_14
665,売ります,うります,卖，销售,动1,新标初_14
666,話します,はなします,说话，说,动1,新标初_14
667,渡ります,わたります,过（桥，河），穿过（马路）,动1,新标初_14
668,下ろします,おろします,取，卸货,动1,新标初_14
669,選びます,えらびます,挑选，选择,动1,新标初_14
670,消します,けします,关（灯），消除，去除,动1,新标初_14
671,歩きます,あるきます,步行，行走,动1,新标初_14
672,曲がります,まがります,拐弯，曲折,动1,新标初_14
673,洗います,あらいます,洗，洗涤,动1,新标初_14
674,出ます,でます,离开,动2,新标初_14
675,出かけます,でかけます,外出，出门,动2,新标初_14
676,開けます,あけます,开，打开，开启,动2,新标初_14
677,過ぎます,すぎます,过,动2,新标初_14
678,見せます,みせます,给～看；出示,动2,新标初_14
679,つけます,つけます,开（灯）,动2,新标初_14
680,降ります,おります,下（车，山）,动2,新标初_14
681,買い物します,かいものします,买东西,动3,新标初_14
682,卒業します,そつぎょうします,毕业,动3,新标初_14
683,食事します,しょくじします,吃饭，用餐,动3,新标初_14
684,整理します,せいりします,整理,动3,新标初_14
685,コピーします,コピーします,复印,动3,新标初_14
686,暗い,くらい,黑暗，昏暗,形容词,新标初_14
687,大変,たいへん,够受的，不得了,形容动词,新标初_14
688,なかなか,なかなか,相当，很，非常,副词,新标初_14
689,こう,こう,这样，如此,副词,新标初_14
690,そう/ああ,そう/ああ,那样,副词,新标初_14
691,後で,あとで,过会儿,副词,新标初_14
692,それから,それから,然后,接续词,新标初_14
693,すみませんが,すみませんが,对不起……，劳驾……,惯用语,新标初_14
694,ボート,ボート,小船，小艇,名词,新标初_15
695,ベンチ,ベンチ,长椅，长凳,名词,新标初_15
696,市役所,しやくしょ,市政府,名词,新标初_15
697,携帯電話,けいたいでんわ,手机,名词,新标初_15
698,禁煙,きんえん,禁止吸烟,名词,新标初_15
699,風邪,かぜ,感冒,名词,新标初_15
700,熱,ねつ,发烧，体温,名词,新标初_15
701,睡眠,すいみん,睡眠,名词,新标初_15
702,お風呂,おふろ,澡堂，浴室,名词,新标初_15
703,薬局,やっきょく,药店,名词,新标初_15
704,クーラー,クーラー,空调,名词,新标初_15
705,火,ひ,火,名词,新标初_15
706,気,き,精神，意识,名词,新标初_15
707,打ち合わせ,うちあわせ,事先商量，碰头，商洽,名词,新标初_15
708,無理,むり,勉强，难以办到,名词,新标初_15
709,駐車禁止,ちゅうしゃきんし,禁止停车,名词,新标初_15
710,立入禁止,たちいりきんし,禁止进入,名词,新标初_15
711,火気厳禁,かきげんきん,严禁烟火,名词,新标初_15
712,撮影禁止,さつえいきんし,禁止拍照,名词,新标初_15
713,乗ります,のります,乘坐，乘,动1,新标初_15
714,使います,つかいます,用，使用,动1,新标初_15
715,座ります,すわります,坐，落座,动1,新标初_15
716,入ります,はいります,进入，加入,动1,新标初_15
717,申します,もうします,是，说，讲，告诉,动1,新标初_15
718,とります,とります,取，取得,动1,新标初_15
719,歌います,うたいます,唱，歌唱,动1,新标初_15
720,伝えます,つたえます,说，传达，转告,动2,新标初_15
721,止めます,とめます,停，制止,动2,新标初_15
722,暖かい,あたたかい,热乎，温暖,形容词,新标初_15
723,大丈夫,だいじょうぶ,没关系，放心,形容动词,新标初_15
724,だめ,だめ,不行，不可以,形容动词,新标初_15
725,十分,じゅうぶん,好好地，充足地,副词,新标初_15
726,もちろん,もちろん,当然，不用说,副词,新标初_15
727,ゆっくり,ゆっくり,好好地，安静地,副词,新标初_15
728,もしもし,もしもし,喂,感叹词,新标初_15
729,いえ,いえ,不，不是,感叹词,新标初_15
730,お大事に,おだいじに,请多保重,惯用语,新标初_15
731,いけません,いけません,不行，不可以,惯用语,新标初_15
732,かまいません,かまいません,没关系，不要紧,惯用语,新标初_15
733,まだです,まだです,还没有，仍然……没有,惯用语,新标初_15
734,気をつけます,きをつけます,注意,惯用语,新标初_15
735,無理をします,むりをします,勉强,惯用语,新标初_15
736,睡眠をとります,すいみんをとります,睡觉,惯用语,新标初_15
737,お風呂にはいります,おふろにはいります,洗澡,惯用语,新标初_15
738,操作,そうさ,操作，操纵,名词,新标初_16
739,機械,きかい,机械，机器,名词,新标初_16
740,旅行会社,りょこうがいしゃ,旅行社,名词,新标初_16
741,航空会社,こうくうがいしゃ,航空公司,名词,新标初_16
742,営業部,えいぎょうぶ,营业部,名词,新标初_16
743,ＩＴ産業,アイティーさんぎょう,IT产业，信息技术产业,名词,新标初_16
744,製品,せいひん,产品,名词,新标初_16
745,建築家,けんちくか,建筑师,名词,新标初_16
746,設計,せっけい,设计,名词,新标初_16
747,デザイン,デザイン,设计（图），（制作）图案,名词,新标初_16
748,形,かたち,造型，形状，形式,名词,新标初_16
749,最新,さいしん,最新,名词,新标初_16
750,ネクタイ,ネクタイ,领带,名词,新标初_16
751,財布,さいふ,钱包,名词,新标初_16
752,革,かわ,革，皮革,名词,新标初_16
753,布,ぬの,布，布匹,名词,新标初_16
754,水筒,すいとう,水壶，水筒,名词,新标初_16
755,緑,みどり,绿，绿色,名词,新标初_16
756,足,あし,脚,名词,新标初_16
757,指,ゆび,手指，指头,名词,新标初_16
758,目,め,眼，眼睛,名词,新标初_16
759,鼻,はな,鼻，鼻子,名词,新标初_16
760,顔,かお,脸，颜面,名词,新标初_16
761,頭,あたま,头，头脑,名词,新标初_16
762,ＩＤカード,アイディーカード,身份证件,名词,新标初_16
763,間違い,まちがい,错误，失误,名词,新标初_16
764,問題,もんだい,问题,名词,新标初_16
765,広告,こうこく,广告,名词,新标初_16
766,看板,かんばん,牌子,名词,新标初_16
767,展示場,てんじじょう,展览会场,名词,新标初_16
768,入場料,にゅうじょうりょう,门票，进场费,名词,新标初_16
769,サービス,サービス,服务,名词,新标初_16
770,天井,てんじょう,天棚,名词,新标初_16
771,警備,けいび,戒备，警备,名词,新标初_16
772,クリスマスツリー,クリスマスツリー,圣诞树,名词,新标初_16
773,オーストラリア人,オーストラリアじん,澳大利亚人,名词,新标初_16
774,皆さん,みなさん,大家，诸位,名词,新标初_16
775,子,こ,孩子,名词,新标初_16
776,横,よこ,旁边，侧面,名词,新标初_16
777,持ちます,もちます,有，拥有，持有,动1,新标初_16
778,住みます,すみます,住，居住,动1,新标初_16
779,知ります,しります,认识，知道，了解,动1,新标初_16
780,直します,なおします,改，修改，改正,动1,新标初_16
781,片づけます,かたづけます,收拾，整理,动2,新标初_16
782,練習します,れんしゅうします,练习,动3,新标初_16
783,結婚します,けっこんします,结婚,动3,新标初_16
784,安心します,あんしんします,安心，放心,动3,新标初_16
785,明るい,あかるい,明亮，开朗,形容词,新标初_16
786,長い,ながい,长，长久，长远,形容词,新标初_16
787,短い,みじかい,短，短暂,形容词,新标初_16
788,軽い,かるい,轻巧，轻，轻松，轻微,形容词,新标初_16
789,優しい,やさしい,和蔼，温和，体贴,形容词,新标初_16
790,細い,ほそい,小，细长，纤细,形容词,新标初_16
791,太い,ふとい,粗，胖,形容词,新标初_16
792,黒い,くろい,黑，黑色,形容词,新标初_16
793,ユニーク,ユニーク,独特，唯一,形容动词,新标初_16
794,安全,あんぜん,安全,形容动词,新标初_16
795,派手,はで,耀眼，花哨,形容动词,新标初_16
796,地味,じみ,朴素，质朴,形容动词,新标初_16
797,厳重,げんじゅう,森严；严格,形容动词,新标初_16
798,まじめ,まじめ,认真；严肃,形容动词,新标初_16
799,大切,たいせつ,重要，珍贵,形容动词,新标初_16
800,複雑,ふくざつ,复杂，繁杂,形容动词,新标初_16
801,ちゃんと,ちゃんと,好好地，的确，完全,副词,新标初_16
802,すぐ,すぐ,马上，立即,副词,新标初_16
803,ずいぶん,ずいぶん,相当，非常，很,副词,新标初_16
804,ほら,ほら,你看，瞧，喂,感叹词,新标初_16
805,日中電気,にっちゅうでんき,日中电器,专有词,新标初_16
806,頭がいい,あたまがいい,脑子好，聪明,惯用语,新标初_16
807,洋服,ようふく,西服,名词,新标初_17
808,セーター,セーター,毛衣,名词,新标初_17
809,ノートパソコン,ノートパソコン,笔记本电脑,名词,新标初_17
810,バイク,バイク,摩托车,名词,新标初_17
811,お汁粉,おしるこ,年糕小豆汤,名词,新标初_17
812,天ぷら,てんぷら,天麸罗,名词,新标初_17
813,初詣,はつもうで,新年后首次参拜,名词,新标初_17
814,健康,けんこう,健康,名词,新标初_17
815,恋愛,れんあい,恋爱,名词,新标初_17
816,ドラマ,ドラマ,连续剧,名词,新标初_17
817,相手,あいて,对象，对方,名词,新标初_17
818,恋人,こいびと,恋人,名词,新标初_17
819,先輩,せんぱい,前辈,名词,新标初_17
820,男性,だんせい,男性,名词,新标初_17
821,外国人,がいこくじん,外国人,名词,新标初_17
822,夏,なつ,夏天,名词,新标初_17
823,始めます,はじめます,开始,动2,新标初_17
824,連絡します,れんらくします,联系,动3,新标初_17
825,欲しい,ほしい,想要,形容词,新标初_17
826,立派,りっぱ,美观，杰出,形容动词,新标初_17
827,今度,こんど,下次；这回,副词,新标初_17
828,ぜひ,ぜひ,一定,副词,新标初_17
829,そろそろ,そろそろ,快要,副词,新标初_17
830,まず,まず,先，首先,副词,新标初_17
831,ベートーベン,ベートーベン,贝多芬,专有词,新标初_17
832,ショパン,ショパン,肖邦,专有词,新标初_17
833,故宮,こきゅう,故宫,专有词,新标初_17
834,ヨーロッパ,ヨーロッパ,欧洲,专有词,新标初_17
835,香港,ホンコン,香港,专有词,新标初_17
836,スイス,スイス,瑞士,专有词,新标初_17
837,音,おと,声音，响声,名词,新标初_18
838,声,こえ,声音,名词,新标初_18
839,空気,くうき,空气,名词,新标初_18
840,息子,むすこ,儿子,名词,新标初_18
841,医者,いしゃ,医生,名词,新标初_18
842,お嬢さん,おじょうさん,令爱,名词,新标初_18
843,社会人,しゃかいじん,社会的一员，成人,名词,新标初_18
844,旅行ガイド,りょこうガイド,旅行导游,名词,新标初_18
845,学者,がくしゃ,学者,名词,新标初_18
846,パイロット,パイロット,飞行员,名词,新标初_18
847,デザイナー,デザイナー,设计者，设计家,名词,新标初_18
848,タイムサービス,タイムサービス,时段廉价销售,名词,新标初_18
849,新春セール,しんしゅんセール,新年大甩卖,名词,新标初_18
850,３割引,さんわりびき,七折,名词,新标初_18
851,定価,ていか,定价,名词,新标初_18
852,半額,はんがく,半价,名词,新标初_18
853,値段,ねだん,价格,名词,新标初_18
854,シャツ,シャツ,衬衫,名词,新标初_18
855,スカート,スカート,裙子,名词,新标初_18
856,色,いろ,颜色,名词,新标初_18
857,赤,あか,红色,名词,新标初_18
858,青,あお,蓝色,名词,新标初_18
859,お正月,おしょうがつ,过年，新年,名词,新标初_18
860,時間,じかん,时间,名词,新标初_18
861,将来,しょうらい,将来,名词,新标初_18
862,準備,じゅんび,准备,名词,新标初_18
863,病気,びょうき,疾病,名词,新标初_18
864,なります,なります,变，当，变成，成为,动1,新标初_18
865,開きます,あきます,开,动1,新标初_18
866,似合います,にあいます,适合，相称,动1,新标初_18
867,うるさい,うるさい,闹，使人心烦,形容词,新标初_18
868,シンプル,シンプル,单纯，简洁,形容动词,新标初_18
869,間もなく,まもなく,马上，一会儿，不久,副词,新标初_18
870,さらに/もっと,さらに/もっと,更加，更,副词,新标初_18
871,さあ,さあ,啊，喂,感叹词,新标初_18
872,できるだけ,できるだけ,尽量，尽可能,惯用语,新标初_18
873,まとめて,まとめて,一下子，一起，汇总，汇集,惯用语,新标初_18
874,今から,いまから,从现在起,惯用语,新标初_18
875,品物,しなもの,物品，商品,名词,新标初_19
876,お皿,おさら,盘子,名词,新标初_19
877,ごみ,ごみ,垃圾,名词,新标初_19
878,初心者,しょしんしゃ,初学者,名词,新标初_19
879,上級者,じょうきゅうしゃ,熟练者,名词,新标初_19
880,高級,こうきゅう,高级,名词,新标初_19
881,上級クラス,じょうきゅうクラス,高级班,名词,新标初_19
882,英会話,えいかいわ,英语会话,名词,新标初_19
883,コース,コース,路线，滑道,名词,新标初_19
884,スキー,スキー,滑雪,名词,新标初_19
885,レポート,レポート,报告,名词,新标初_19
886,パスポート,パスポート,护照,名词,新标初_19
887,のど,のど,喉咙,名词,新标初_19
888,触ります,さわります,碰，触,动1,新标初_19
889,脱ぎます,ぬぎます,脱,动1,新标初_19
890,転びます,ころびます,摔，摔倒，跌倒,动1,新标初_19
891,渇きます,かわきます,渴,动1,新标初_19
892,治ります,なおります,痊愈，医好,动1,新标初_19
893,滑ります,すべります,滑，滑行,动1,新标初_19
894,呼びます,よびます,呼喊,动1,新标初_19
895,返します,かえします,归还,动1,新标初_19
896,手伝います,てつだいます,帮忙,动1,新标初_19
897,運びます,はこびます,搬运,动1,新标初_19
898,なくします,なくします,丢，丢失,动1,新标初_19
899,落とします,おとします,掉，使落下,动1,新标初_19
900,置きます,おきます,放置,动1,新标初_19
901,払います,はらいます,支付,动1,新标初_19
902,立ちます,たちます,站，立,动1,新标初_19
903,忘れます,わすれます,忘记,动2,新标初_19
904,慌てます,あわてます,慌张，惊慌，着急,动2,新标初_19
905,捨てます,すてます,扔，扔掉,动2,新标初_19
906,残業します,ざんぎょうします,加班,动3,新标初_19
907,心配します,しんぱいします,担心,动3,新标初_19
908,本当,ほんとう,真的，真正,形容动词,新标初_19
909,早く,はやく,早点儿,副词,新标初_19
910,やっと,やっと,好不容易，终于,副词,新标初_19
911,だいぶ,だいぶ,很，相当地,副词,新标初_19
912,初めて,はじめて,第一次,副词,新标初_19
913,先に,さきに,先,副词,新标初_19
914,山田,やまだ,山田,专有词,新标初_19
915,趣味,しゅみ,爱好,名词,新标初_20
916,特技,とくぎ,特长，拿手的技术,名词,新标初_20
917,興味,きょうみ,兴趣,名词,新标初_20
918,夢,ゆめ,梦，理想,名词,新标初_20
919,ギター,ギター,吉他,名词,新标初_20
920,胡弓,こきゅう,胡琴,名词,新标初_20
921,書道,しょどう,书法,名词,新标初_20
922,釣り,つり,钓鱼,名词,新标初_20
923,ドライブ,ドライブ,兜风，开汽车远游,名词,新标初_20
924,編み物,あみもの,编制；编织品,名词,新标初_20
925,手作り,てづくり,手工做，自己做，手制,名词,新标初_20
926,中華街,ちゅうかがい,中华街,名词,新标初_20
927,中華料理,ちゅうかりょうり,中国菜,名词,新标初_20
928,餃子,ギョーザ,饺子,名词,新标初_20
929,皮,かわ,皮,名词,新标初_20
930,春節,しゅんせつ,春节,名词,新标初_20
931,獅子舞,ししまい,狮子舞,名词,新标初_20
932,寮,りょう,宿舍,名词,新标初_20
933,洗濯機,せんたくき,洗衣机,名词,新标初_20
934,シャワー,シャワー,淋浴,名词,新标初_20
935,おなか,おなか,肚子,名词,新标初_20
936,授業,じゅぎょう,授课，上课,名词,新标初_20
937,資料,しりょう,资料,名词,新标初_20
938,フランス語,フランスご,法语,名词,新标初_20
939,小説,しょうせつ,小说,名词,新标初_20
940,海岸,かいがん,海岸,名词,新标初_20
941,冬休み,ふゆやすみ,寒假,名词,新标初_20
942,キャンプ,キャンプ,野营,名词,新标初_20
943,みんな,みんな,大家,名词,新标初_20
944,自分,じぶん,自己,名词,新标初_20
945,全員,ぜんいん,全员,名词,新标初_20
946,弾きます,ひきます,弹,动1,新标初_20
947,すきます,すきます,（肚子）饿，空,动1,新标初_20
948,登ります,のぼります,登，上,动1,新标初_20
949,集めます,あつめます,收集,动2,新标初_20
950,浴びます,あびます,淋；浇,动2,新标初_20
951,ごちそうします,ごちそうします,请客，摆盛宴,动3,新标初_20
952,帰国します,きこくします,回国,动3,新标初_20
953,特に,とくに,特别,副词,新标初_20
954,おなかがすきます,おなかがすきます,肚子饿,惯用语,新标初_20
955,日文,假名,中文,类型,新标初_20
956,言葉,ことば,语言,名词,新标初_21
957,メールアドレス,メールアドレス,邮件地址,名词,新标初_21
958,連休,れんきゅう,连休,名词,新标初_21
959,ゴールデンウィーク,ゴールデンウィーク,黄金周,名词,新标初_21
960,終わり,おわり,结束,名词,新标初_21
961,休憩時間,きゅうけいじかん,休息时间,名词,新标初_21
962,京劇,きょうげき,京剧,名词,新标初_21
963,切符,きっぷ,票(券）,名词,新标初_21
964,体,からだ,身体,名词,新标初_21
965,地震,じしん,地震,名词,新标初_21
966,泥棒,どろぼう,小偷，盗贼,名词,新标初_21
967,駐車場,ちゅうしゃじょう,停车场,名词,新标初_21
968,渡します,わたします,交给,动1,新标初_21
969,遅れます,おくれます,迟到,动2,新标初_21
970,考えます,かんがえます,考虑,动2,新标初_21
971,調べます,しらべます,调查,动2,新标初_21
972,着ます,きます,穿,动2,新标初_21
973,予約します,よやくします,预约,动3,新标初_21
974,感謝します,かんしゃします,感谢,动3,新标初_21
975,運動します,うんどうします,运动,动3,新标初_21
976,洗濯します,せんたくします,洗涤，洗,动3,新标初_21
977,報告します,ほうこくします,报告,动3,新标初_21
978,危ない,あぶない,危险,形容词,新标初_21
979,それとも,それとも,还是，或者,接续词,新标初_21
980,東京タワー,とうきょうタワー,东京塔,专有词,新标初_21
981,そんなに,そんなに,那么,惯用语,新标初_21
982,スキー場,スキーじょう,滑雪场,名词,新标初_22
983,送別会,そうべつかい,欢送会,名词,新标初_22
984,都合,つごう,方便；情况,名词,新标初_22
985,予定,よてい,预约,名词,新标初_22
986,おもちゃ,おもちゃ,玩具,名词,新标初_22
987,火事,かじ,火灾,名词,新标初_22
988,期間,きかん,时间，期间,名词,新标初_22
989,転勤,てんきん,调动工作,名词,新标初_22
990,携帯,けいたい,手机,名词,新标初_22
991,バドミントン,バドミントン,羽毛球,名词,新标初_22
992,ラケット,ラケット,球拍,名词,新标初_22
993,奥さん,おくさん,夫人，（别人的）爱人,名词,新标初_22
994,歌手,かしゅ,歌手,名词,新标初_22
995,大統領,だいとうりょう,总统,名词,新标初_22
996,やります,やります,做,动1,新标初_22
997,うれしい,うれしい,高兴,形容词,新标初_22
998,眠い,ねむい,困倦,形容词,新标初_22
999,重い,おもい,重，沉重,形容词,新标初_22
1000,急,きゅう,突然；紧急,形容动词,新标初_22
1001,まあまあ,まあまあ,大致，还算,副词,新标初_22
1002,ごめん,ごめん,抱歉，请原谅,感叹词,新标初_22
1003,ううん/いや,ううん/いや,不,感叹词,新标初_22
1004,うん,うん,嗯,感叹词,新标初_22
1005,清水,しみず,清水,专有词,新标初_22
1006,太田,おおた,太田,专有词,新标初_22
1007,モーツァルト,モーツァルト,莫扎特,专有词,新标初_22
1008,ディズニーランド,ディズニーランド,迪斯尼乐园,专有词,新标初_22
1009,週末,しゅうまつ,周末,名词,新标初_23
1010,スケート,スケート,滑冰，溜冰,名词,新标初_23
1011,味,あじ,口味，（食物的）味道,名词,新标初_23
1012,毎回,まいかい,每次，每回,名词,新标初_23
1013,通勤,つうきん,上下班，通勤,名词,新标初_23
1014,船,ふね,船,名词,新标初_23
1015,生地,きじ,布料，衣料,名词,新标初_23
1016,閉店時刻,へいてんじこく,关门时间,名词,新标初_23
1017,卒業式,そつぎょうしき,毕业典礼,名词,新标初_23
1018,違います,ちがいます,不同，不一样,动1,新标初_23
1019,込みます,こみます,拥挤，混杂,动1,新标初_23
1020,決まります,きまります,定，决定,动1,新标初_23
1021,知らせます,しらせます,告诉,动2,新标初_23
1022,確かめます,たしかめます,查（看），弄清,动2,新标初_23
1023,濃い,こい,口味）重；浓,形容词,新标初_23
1024,薄い,うすい,口味）轻；薄,形容词,新标初_23
1025,早い,はやい,早,形容词,新标初_23
1026,遅い,おそい,晚，慢,形容词,新标初_23
1027,たぶん,たぶん,可能，大概,副词,新标初_23
1028,東京駅,とうきょうえき,东京站,专有词,新标初_23
1029,ハイキング,ハイキング,郊游，远足,名词,新标初_24
1030,お別れ,おわかれ,分别，分手,名词,新标初_24
1031,話,はなし,说话,名词,新标初_24
1032,見送り,みおくり,送行，送别,名词,新标初_24
1033,間,あいだ,时间，期间,名词,新标初_24
1034,法律,ほうりつ,法律,名词,新标初_24
1035,思います,おもいます,想，思考,动1,新标初_24
1036,言います,いいます,说，讲,动1,新标初_24
1037,探します,さがします,找，寻找，寻求,动1,新标初_24
1038,笑います,わらいます,笑,动1,新标初_24
1039,やめます,やめます,戒，停止，放弃,动2,新标初_24
1040,決めます,きめます,决定,动2,新标初_24
1041,寝坊します,ねぼうします,睡懒觉,动3,新标初_24
1042,外出します,がいしゅつします,外出，出去,动3,新标初_24
1043,研究します,けんきゅうします,研究,动3,新标初_24
1044,おかしい,おかしい,可笑，滑稽,形容词,新标初_24
1045,いっぱい,いっぱい,满,副词,新标初_24
1046,すごい,すごい,惊人的，了不起,副词,新标初_24
1047,とうとう,とうとう,终于，终究，到底,副词,新标初_24
1048,必ず,かならず,一定，必定,副词,新标初_24
1049,絶対に,ぜったいに,绝对,副词,新标初_24
1050,馬,ば,马,专有词,新标初_24
1051,お世話になりました,おせわになりました,承蒙照顾,惯用语,新标初_24
1052,よろしくお伝えください,よろしくおつたえください,请代问好,惯用语,新标初_24
1053,お元気で,おげんきで,请多保重,惯用语,新标初_24
1054,お気をつけて,おきをつけて,小心点儿,惯用语,新标初_24
1055,さようなら,さようなら,再见,惯用语,新标初_24
1056,どうやって,どうやって,怎样，如何,惯用语,新标初_24
1057,役に立ちます,やくにたちます,有用,惯用语,新标初_24
1058,おなかがいっぱいです,おなかがいっぱいです,吃饱，饱,惯用语,新标初_24
1059,数学,すうがく,数学,名词,新标初_25
1060,専門,せんもん,专门,名词,新标初_25
1061,女優,じょゆう,女演员,名词,新标初_25
1062,営業課,えいぎょうか,营业科,名词,新标初_25
1063,市街,しがい,市内，市街，繁华街道,名词,新标初_25
1064,道路,どうろ,道路，马路,名词,新标初_25
1065,交通量,こうつうりょう,交通流量，通行量,名词,新标初_25
